url,url_len,dom,dom_len,is_ip,tld,tld_len,subdom_cnt,letter_cnt,digit_cnt,special_cnt,eq_cnt,qm_cnt,amp_cnt,dot_cnt,dash_cnt,under_cnt,letter_ratio,digit_ratio,spec_ratio,is_https,slash_cnt,entropy,path_len,query_len,label,prediksi,probabilitas_phishing
https://www.epipsi.gr/,22,epipsi.gr,9,0,gr,2,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,3.447401505,1,0,0,Legitimate,0.0032
http://www.riotinto.com/,24,riotinto.com,12,0,com,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.490601563,1,0,0,Legitimate,0.0008
http://www.btplc.com/,21,btplc.com,9,0,com,3,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.427333494,1,0,0,Legitimate,0.0003
https://www.pilkington.com/en-GB/uk,35,pilkington.com,14,0,com,3,1,27,0,8,0,0,0,2,1,0,0.771428571,0.0,0.228571429,1,4,4.207435517,9,0,0,Legitimate,0.2143
http://www.trojantechnologies.com/,34,trojantechnologies.com,22,0,com,3,1,28,0,6,0,0,0,2,0,0,0.823529412,0.0,0.176470588,0,3,4.043057694,1,0,0,Legitimate,0.0001
http://www.teck.com/,20,teck.com,8,0,com,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.40869497,1,0,0,Legitimate,0.0003
https://www.basf.com/en.html,28,basf.com,8,0,com,3,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,1,3,3.913799565,8,0,0,Legitimate,0.0132
http://www.hypres.com/,22,hypres.com,10,0,com,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.663532755,1,0,0,Legitimate,0.0003
http://www.boystown.org/,24,boystown.org,12,0,org,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.573934896,1,0,0,Legitimate,0.0008
http://www.ukcoal.com/,22,ukcoal.com,10,0,com,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.663532755,1,0,0,Legitimate,0.0003
https://www.pik-potsdam.de/,27,pik-potsdam.de,14,0,de,2,1,20,0,7,0,0,0,2,1,0,0.740740741,0.0,0.259259259,1,3,3.828237502,1,0,0,Legitimate,0.0409
http://www.ippt.pan.pl/en/,26,pan.pl,6,0,pl,2,2,18,0,8,0,0,0,3,0,0,0.692307692,0.0,0.307692308,0,4,3.320658834,4,0,0,Legitimate,0.0004
http://embl.org/,16,embl.org,8,0,org,3,0,11,0,5,0,0,0,1,0,0,0.6875,0.0,0.3125,0,3,3.577819531,1,0,0,Legitimate,0.0004
http://www.psa-peugeot-citroen.com/en,37,psa-peugeot-citroen.com,23,0,com,3,1,29,0,8,0,0,0,2,2,0,0.783783784,0.0,0.216216216,0,3,4.046762825,3,0,0,Legitimate,0.029
http://www.rug.nl/,18,rug.nl,6,0,nl,2,1,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,3.419381946,1,0,0,Legitimate,0.0004
http://www.ptspaper.com/,24,ptspaper.com,12,0,com,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.573934896,1,0,0,Legitimate,0.0008
https://www.sztaki.hu/?en,25,sztaki.hu,9,0,hu,2,1,18,0,7,0,1,0,2,0,0,0.72,0.0,0.28,1,3,3.83326969,1,2,0,Legitimate,0.1338
https://www.perainternational.com/,34,perainternational.com,21,0,com,3,1,28,0,6,0,0,0,2,0,0,0.823529412,0.0,0.176470588,1,3,3.939829017,1,0,0,Legitimate,0.0434
https://group.renault.com/en/,29,renault.com,11,0,com,3,1,22,0,7,0,0,0,2,0,0,0.75862069,0.0,0.24137931,1,4,3.935398667,4,0,0,Legitimate,0.2415
http://www.robosoft.com/en/home/,32,robosoft.com,12,0,com,3,1,24,0,8,0,0,0,2,0,0,0.75,0.0,0.25,0,5,3.727217001,9,0,0,Legitimate,0.0003
http://www.unwe.bg/en,21,unwe.bg,7,0,bg,2,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.403989446,3,0,0,Legitimate,0.0
http://www.ecofys.com/en/,25,ecofys.com,10,0,com,3,1,18,0,7,0,0,0,2,0,0,0.72,0.0,0.28,0,4,3.73366069,4,0,0,Legitimate,0.0039
https://www.uantwerpen.be/en/,29,uantwerpen.be,13,0,be,2,1,22,0,7,0,0,0,2,0,0,0.75862069,0.0,0.24137931,1,4,3.564540478,4,0,0,Legitimate,0.1071
http://www.esrf.eu/,19,esrf.eu,7,0,eu,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.iasa.gr/,19,iasa.gr,7,0,gr,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.wisenmunro.org/,26,wisenmunro.org,14,0,org,3,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,3.825251737,1,0,0,Legitimate,0.0009
https://www.uni-mannheim.de/en/,31,uni-mannheim.de,15,0,de,2,1,23,0,8,0,0,0,2,1,0,0.741935484,0.0,0.258064516,1,4,3.808719697,4,0,0,Legitimate,0.0794
http://www.offis.de/en/start.html,33,offis.de,8,0,de,2,1,25,0,8,0,0,0,3,0,0,0.757575758,0.0,0.242424242,0,4,3.919563347,14,0,0,Legitimate,0.0001
http://www.cpr.it/,18,cpr.it,6,0,it,2,1,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,3.155221529,1,0,0,Legitimate,0.0004
http://empirica.com/,20,empirica.com,12,0,com,3,0,15,0,5,0,0,0,1,0,0,0.75,0.0,0.25,0,3,3.58418372,1,0,0,Legitimate,0.0016
http://volvogroup.com/,22,volvogroup.com,14,0,com,3,0,17,0,5,0,0,0,1,0,0,0.772727273,0.0,0.227272727,0,3,3.606936732,1,0,0,Legitimate,0.0051
http://www.smash.fr/,20,smash.fr,8,0,fr,2,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.446439345,1,0,0,Legitimate,0.0003
https://www.sncf.com/en,23,sncf.com,8,0,com,3,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,1,3,3.675310869,3,0,0,Legitimate,0.1908
http://ertico.com/,18,ertico.com,10,0,com,3,0,13,0,5,0,0,0,1,0,0,0.722222222,0.0,0.277777778,0,3,3.419381946,1,0,0,Legitimate,0.0084
http://www.tecnatom.es/en/,26,tecnatom.es,11,0,es,2,1,19,0,7,0,0,0,2,0,0,0.730769231,0.0,0.269230769,0,4,3.565448372,4,0,0,Legitimate,0.012
http://www.tekniker.es/es,25,tekniker.es,11,0,es,2,1,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,0,3,3.51326969,3,0,0,Legitimate,0.01
http://www.multitel.be/,23,multitel.be,11,0,be,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.501397825,1,0,0,Legitimate,0.0003
https://www.thyssenkrupp.com/,29,thyssenkrupp.com,16,0,com,3,1,23,0,6,0,0,0,2,0,0,0.793103448,0.0,0.206896552,1,3,3.900241771,1,0,0,Legitimate,0.0513
http://www.fcba.fr/,19,fcba.fr,7,0,fr,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.enterprise-ireland.com/en/,37,enterprise-ireland.com,22,0,com,3,1,29,0,8,0,0,0,2,1,0,0.783783784,0.0,0.216216216,0,4,4.003259028,4,0,0,Legitimate,0.0024
http://www.hau.ernet.in/,24,ernet.in,8,0,in,2,2,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3.54248125,1,0,0,Legitimate,0.0
http://www.uam.mx/,18,uam.mx,6,0,mx,2,1,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,3.308270835,1,0,0,Legitimate,0.0004
http://forcetechnology.com/en,29,forcetechnology.com,19,0,com,3,0,24,0,5,0,0,0,1,0,0,0.827586207,0.0,0.172413793,0,3,3.78834134,3,0,0,Legitimate,0.1269
http://www.mtu.de/?fc=1,23,mtu.de,6,0,de,2,1,14,1,8,1,1,0,2,0,0,0.608695652,0.043478261,0.347826087,0,3,3.816402717,1,4,0,Legitimate,0.0203
http://www.eurec.be/en/,23,eurec.be,8,0,be,2,1,16,0,7,0,0,0,2,0,0,0.695652174,0.0,0.304347826,0,4,3.447262499,4,0,0,Legitimate,0.0042
http://www.polis-online.org/,28,polis-online.org,16,0,org,3,1,21,0,7,0,0,0,2,1,0,0.75,0.0,0.25,0,3,3.869331261,1,0,0,Legitimate,0.0013
http://www.ucad.sn/,19,ucad.sn,7,0,sn,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.536886724,1,0,0,Legitimate,0.0004
http://www.uem.mz/index.php,27,uem.mz,6,0,mz,2,1,20,0,7,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,3.754163428,10,0,0,Legitimate,0.0092
https://www.ufmg.br/english/,28,ufmg.br,7,0,br,2,1,21,0,7,0,0,0,2,0,0,0.75,0.0,0.25,1,4,3.994680368,9,0,0,Legitimate,0.0383
http://www.joanneum.at/en.html,30,joanneum.at,11,0,at,2,1,23,0,7,0,0,0,3,0,0,0.766666667,0.0,0.233333333,0,3,3.739572262,8,0,0,Legitimate,0.0077
https://teknologisk.no/,23,teknologisk.no,14,0,no,2,0,18,0,5,0,0,0,1,0,0,0.782608696,0.0,0.217391304,1,3,3.642489673,1,0,0,Legitimate,0.034
http://www.dappolonia.it/en,27,dappolonia.it,13,0,it,2,1,21,0,6,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,3.680089354,3,0,0,Legitimate,0.0006
http://inovamais.eu/en/,23,inovamais.eu,12,0,eu,2,0,17,0,6,0,0,0,1,0,0,0.739130435,0.0,0.260869565,0,4,3.74095326,4,0,0,Legitimate,0.021
http://www.ineti.pt/,20,ineti.pt,8,0,pt,2,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.146439345,1,0,0,Legitimate,0.0003
http://www.unicampus.it/,24,unicampus.it,12,0,it,2,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.65726823,1,0,0,Legitimate,0.0008
